Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"greek zero yogurt",23,3,3,,480,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.64,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.84
"oiko yogurt nutrition",11,2,2,,210,I,"Reviews, Video, People also ask, Images, Knowledge Panel, Related searches",0.92,0.25,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,1.5
iokos,11,1,,Sitelinks,30,"I, N","Reviews, Sitelinks, Video, People also ask, Images, Find results on, Related searches",0.81,0.32,https://www.oikos.com/,6,0.01,1.92
"oikos peach yogurt nutrition facts",5,2,,Reviews,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.74,0.29,https://www.oikos.com/all-products/triple-zero/product/peach/,6,0.01,1.74
"oikos pro yogurt 20g protein",10,2,1,,110,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.96,0.32,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,6,0.01,1.92
"oikos pro costco",7,3,4,,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/where-to-buy/,6,0.01,0
"oikos pro peach",6,2,2,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,6,0.01,3.12
"oikos triple zero tub",13,1,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,2.01,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,6,0.01,12.06
"how many calories are in oikos yogurt",8,2,,,110,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.92,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0
"how much protein in oikos greek yogurt",8,2,,Reviews,90,I,"Reviews, Video, AI Overview, Related searches",0.89,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0
"oikos pro protein yogurt drink",7,2,,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.83,0.58,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,6,0.01,3.48
"oikos pro protein shake",7,1,,,170,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches, Sites",1,0.55,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,6,0.01,3.3
"how many calories is oikos triple zero",11,1,,"AI Overview",140,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.69,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0
"oikos 20g",10,1,1,,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.99,0.48,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,6,0.01,2.88
"oikos vanilla triple zero calories",6,1,,"AI Overview",170,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.96,0.33,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,1.98
"oikos triple zero strawberry nutrition",5,4,2,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.57,0.3,https://www.oikos.com/all-products/triple-zero/product/strawberry/,6,0.01,1.8
"how many calories are in oikos triple zero yogurt",8,5,10,,480,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.71,0.07,https://www.oikos.com/all-products/triple-zero/,6,0.01,0.42
"how many calories in oikos",5,2,,,110,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0
"oikos protein shake lactose free",6,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.67,0.38,https://www.oikos.com/all-products/oikos-protein-shakes/,6,0.01,2.28
"how many calories in oikos triple zero yogurt",8,5,42,,590,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.79,0.49,https://www.oikos.com/all-products/triple-zero/,6,0.01,2.94
"does oikos triple zero have lactose",11,2,,,110,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,6,0.01,0
"oikos triple zero drink",8,4,7,,320,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.35,https://www.oikos.com/all-products/,6,0.01,2.1
"oikos protein yogurt shake",10,1,,,140,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/oikos-protein-shakes/,6,0.01,3.6
"oikos shots",6,2,,Reviews,110,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,6,0.01,3.36
"savory recipes with greek yogurt",9,30,13,,590,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.06,0.03,https://www.oikos.com/greek-yogurt-recipes/savory/,6,0.01,0.18
"strawberry oikos",5,3,9,Reviews,390,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.95,0.53,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,6,0.01,3.18
"oilos triple zero",14,2,1,Sitelinks,500,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,6,0.01,3.36
"oikos protein shakes",65,12,67,,4400,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches, Sites",1,0.31,https://www.oikos.com/,6,0.01,1.86
"okis yogurt",10,1,1,Sitelinks,540,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.99,10,https://www.oikos.com/all-products/,6,0.01,60
"oikos remix",7,1,,Sitelinks,30,"I, N","Sitelinks, Video, People also ask, Images, Bottom Ads, Related searches",0.99,0.66,https://www.oikos.com/all-products/remix/,6,0.01,3.96
"oikos yogurt macros",7,3,3,Reviews,260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.91,0.49,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.94
"oikos mixed berry yogurt nutrition facts",5,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.73,0.5,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,6,0.01,3
"oikos pro drink 23g",7,1,,,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.53,https://www.oikos.com/all-products/fusion/,6,0.01,3.18
"oikos fusion",17,1,,"AI Overview",160,I,"Reviews, Video, Images, AI Overview, Related searches, Sites",0.92,0.51,https://www.oikos.com/all-products/fusion/,6,0.01,3.06
"dannon oikos",15,1,1,Sitelinks,590,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.81,0.54,https://www.oikos.com/all-products/triple-zero/,5,0.01,2.7
"greek yogurt oikos",17,3,,,660,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",1,10,https://www.oikos.com/all-products/triple-zero/,5,0.01,50
"greek yogurt oikos",17,1,,"AI Overview",660,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",1,10,https://www.oikos.com/all-products/triple-zero/,5,0.01,50
"oikos greek",25,1,,"AI Overview",660,I,"Reviews, Video, People also ask, Images, Knowledge Panel, AI Overview, Related searches",0.69,10,https://www.oikos.com/all-products/triple-zero/,5,0.01,50
"oikos yogurt flavors",13,1,,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.92,0.5,https://www.oikos.com/all-products/triple-zero/,5,0.01,2.5
"oikos yogurt flavors",13,3,,,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.92,0.5,https://www.oikos.com/,5,0.01,2.5
"oikos vanilla yogurt calories",6,1,,"AI Overview",110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.92,0.52,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,2.6
"oikos yogurt recipes",9,2,,,50,I,"Reviews, Video, People also ask, Images, Find results on, Recipes, AI Overview, Related searches",0,0,https://www.oikos.com/greek-yogurt-recipes/,5,0.01,0
"oikos yogurt triple zero",14,1,,"AI Overview",140,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.94,0.55,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,5,0.01,2.75
"oikos protein yogurt calories",9,5,,Reviews,590,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.94,0.38,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,5,0.01,1.9
"triple zero oikos",9,1,1,Sitelinks,30,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/,5,0.01,2.8
"oikos yogurt probiotics",6,2,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/protein-101/why-greek-yogurt/,5,0.01,0.25
"protein yogurt drink",71,13,17,Reviews,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,5,0.01,1.95
"oikos triple zero ingredients",6,1,,"AI Overview",810,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.33,https://www.oikos.com/all-products/triple-zero/product/peach/,5,0.01,1.65
"ingredients in oikos triple zero yogurt",5,1,,"AI Overview",480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/peach/,5,0.01,1.85
"oikos zero",14,2,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/all-products/triple-zero/product/strawberry/,5,0.01,2.05
"oikos protein",60,11,52,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,5,0.01,36.85
"oikos mixed berry",6,5,,Reviews,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,5,0.01,2.6
"oikos triple zero yogurt nutrition",5,1,,"AI Overview",610,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.91,0.51,https://www.oikos.com/all-products/triple-zero/product/peach/,5,0.01,2.55
"oikos triple 0",14,2,1,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/strawberry/,5,0.01,2.8
"oikos yogurt triple zero calories",11,3,2,Reviews,320,C,"Reviews, People also ask, Images, Shopping results, AI Overview, Related searches",0.94,0.08,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.4
"oikos triple zero banana",6,1,,"AI Overview",170,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.92,0.05,https://www.oikos.com/all-products/triple-zero/product/banana-cream/,5,0.01,0.25
"oikos triple zero protein",17,2,2,Sitelinks,390,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,10,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,5,0.01,50
"oikos triple zero mixed berry",6,1,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.9,0.24,https://www.oikos.com/all-products/triple-zero/product/strawberry-mixed-berry-multipack/,5,0.01,1.2
"oikos zero greek yogurt",13,2,,,90,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.95,0.55,https://www.oikos.com/all-products/triple-zero/,5,0.01,2.75
"yogurt that starts with o",27,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0,https://www.oikos.com/,5,0.01,0
"oikos yogurt carbs",11,4,2,Reviews,170,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.11,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.55
"triple o yogurt",13,2,,,110,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Find results on, AI Overview, Related searches",0.97,10,https://www.oikos.com/all-products/triple-zero/,5,0.01,50
"oikos zero sugar",14,1,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/strawberry/,5,0.01,2.8
"oikos calories triple zero",11,2,2,Reviews,90,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.94,0.35,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,1.75
"oikos high protein",14,1,,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches, Sites",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,5,0.01,50
"oikos triple zero vanilla greek yogurt nutrition",8,1,,"AI Overview",140,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.82,0.16,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.8
"triple zero vanilla greek yogurt",8,2,,Reviews,110,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",0.91,0.13,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.65
"oikos yogurt near me",10,2,1,,210,"L, C","Local pack, Reviews, People also ask, Related searches",0.96,0.53,https://www.oikos.com/where-to-buy/,5,0.01,2.65
"oikos triple zero greek yogurt vanilla",14,3,4,Reviews,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",1,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0
"oikos triple zero vanilla yogurt calories",8,2,4,Reviews,70,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.69,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,2.1
"protein in oikos triple zero",8,2,,Reviews,70,I,"Reviews, Video, People also ask, Images, Find results on, AI Overview, Related searches",0.64,0.04,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.2
"oikos zero sugar yogurt",14,1,,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/triple-zero/product/strawberry/,5,0.01,2.9
"oikos triple zero calories mixed berry",5,1,,"AI Overview",170,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.71,0.13,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,5,0.01,0.65
"oikos yogurt benefits",19,1,,"AI Overview",110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.03,0,https://www.oikos.com/protein-101/why-greek-yogurt/,5,0.01,0
"oikos pro yogurt calories",13,2,2,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.94,0.28,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,5,0.01,1.4
"oikos triple 0 calories",8,1,,"AI Overview",170,C,"Reviews, People also ask, Images, Shopping results, AI Overview, Related searches",0.96,0.35,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,1.75
"ingredients in triple zero yogurt",6,2,2,Reviews,90,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla/,5,0.01,0.25
